first_name,last_name,score,style,YOE,IDE,Programming language,location,Number of github repos contributed to,Employer,OS,job title,age
Selena,Carpenter ,5,spaces,15,Visual Studio,C#,Europe,0,Facebook,MacOS,Senior Engineer,40
Dax,Gentry ,6,tabs,6,Intellij,Java,Antarctica,0,Netflix,MacOS,Senior Engineer,31
Mya,Mckee ,8,spaces,17,Visual Studio,Java,Asia,4,Microsoft,Windows,SWE 1,33.4
Chance,Jarvis ,3,tabs,9,pyCharm,R,Antarctica,0,Twitter,Windows,SWE 2,32.2
Reign,Burton ,5,tabs,8,Vim,Java,Asia,3,Apple,Windows,SWE 2,30.5
Hugo,Gaines ,1,spaces,17,VSCode,Python,Antarctica,4,Instagram,Windows,SWE 2,40.3
Juliet,Goodwin ,1,tabs,7,VSCode,PHP,Asia,0,Instagram,Windows,SWE 1,23.6
Zayden,Macias ,10,spaces,14,VSCode,C#,Asia,0,Apple,MacOS,Principal Engineer,36.8
Princeton,Hammond ,3,spaces,17,Eclipse,C,Africa,0,Instagram,Linux,Distinguished Engineer,38.9
Sage,Simpson ,5,spaces,19,VSCode,Python,Europe,0,Uber,Windows,SWE 2,37.4
Elliana,Clements ,1,tabs,6,Eclipse,Java,Asia,0,Amazon,Linux,Distinguished Engineer,39
Sophia,Norris ,2,tabs,6,Eclipse,PHP,Europe,0,Uber,MacOS,Principal Engineer,32.5
Adriana,Owens ,9,spaces,14,VSCode,Java,Antarctica,0,Microsoft,Windows,SWE 2,33.7
Brooklynn,Mccormick ,2,tabs,6,Visual Studio,PHP,Antarctica,0,Twitter,Linux,Principal Engineer,30.1
Luis,Gregory ,3,tabs,9,XCode,Java,Europe,4,Snapchat,Windows,SWE 1,38.7
River,Hobbs ,0,tabs,8,Visual Studio,Java,Asia,4,Snapchat,Windows,SWE 2,32.6
Luciano,Pruitt ,3,spaces,15,Intellij,C,Antarctica,0,Spotify,Windows,SWE 1,36.7
Aidan,Rogers ,1,tabs,9,XCode,Python,Antarctica,0,Microsoft,Windows,Senior Engineer,28.3
Kendrick,Jacobs ,5,spaces,15,VSCode,Python,Europe,0,Facebook,Windows,SWE 1,31.2
Mya,Humphrey ,4,tabs,6,Emacs,R,Europe,0,Spotify,Linux,Principal Engineer,30.8
Allie,Cole ,7,spaces,17,Visual Studio,Python,Africa,0,Microsoft,Windows,SWE 2,31.8
Alexis,Stevenson ,7,spaces,17,Visual Studio,Swift,Antarctica,0,Twitter,MacOS,Senior Engineer,31.3
Gracelynn,Dunlap ,7,tabs,7,Intellij,Python,Africa,0,Microsoft,Windows,SWE 1,35.4
Mario,Stanton ,1,tabs,8,VSCode,Javascript,Europe,0,Apple,Windows,SWE 2,31.3
Elijah,Duarte ,5,tabs,7,VSCode,R,Europe,1,Amazon,MacOS,Senior Engineer,39.6
Winter,Gaines ,10,spaces,17,Visual Studio,Java,North America,1,Instagram,Windows,SWE 1,33.9
Bruce,Mccann ,9,spaces,13,Eclipse,C#,North America,0,Amazon,Windows,SWE 2,34.9
Stevie,Calderon ,2,spaces,15,XCode,C,Africa,0,Uber,Linux,Distinguished Engineer,31.4
Romeo,Preston ,4,tabs,9,Vim,C#,Europe,0,Netflix,MacOS,Senior Engineer,31.8
Jamison,Powell ,10,spaces,20,Visual Studio,R,Antarctica,0,Uber,Windows,SWE 1,29.7
Cali,Best ,6,tabs,6,VSCode,Javascript,Africa,0,Facebook,MacOS,Senior Engineer,31.6
Evelyn,Martin ,6,tabs,6,XCode,C#,Africa,2,Uber,MacOS,Principal Engineer,37.5
Stevie,Mcdowell ,1,spaces,16,VSCode,Java,Africa,0,Facebook,Linux,Distinguished Engineer,30.7
Kinley,Cohen ,4,spaces,16,VSCode,C#,Antarctica,2,Apple,MacOS,Senior Engineer,38.5
Lila,Gallagher ,9,spaces,16,Visual Studio,Python,North America,1,Apple,MacOS,Senior Engineer,37
Cade,Camacho ,9,tabs,7,pyCharm,Python,North America,0,Google,MacOS,Principal Engineer,33.5
Ayla,Nicholson ,3,tabs,6,Emacs,C,Africa,2,Netflix,Windows,SWE 2,32.9
Axel,Cortes ,7,spaces,16,Eclipse,Python,Antarctica,1,Apple,Windows,SWE 1,31.3
Benjamin,Conley ,1,tabs,6,Vim,PHP,Asia,0,Uber,Windows,SWE 1,35.8
Liam,Combs ,7,tabs,7,Intellij,Java,Africa,0,Apple,Linux,Principal Engineer,32
Ainsley,Duarte ,1,spaces,16,Visual Studio,Python,Antarctica,3,Spotify,MacOS,Principal Engineer,26.2
Milan,Bravo ,3,spaces,17,VSCode,PHP,Antarctica,0,Microsoft,Windows,Senior Engineer,43.4
Remy,Cooper ,1,tabs,6,Visual Studio,C,Africa,1,Netflix,MacOS,Principal Engineer,35.8
Cash,Huerta ,6,tabs,8,pyCharm,Python,North America,0,Netflix,Windows,SWE 1,29
Kingston,Castillo ,7,spaces,16,Emacs,Python,Africa,0,Apple,MacOS,Senior Engineer,34.5
Theo,Woodward ,7,tabs,5,XCode,Python,North America,0,Amazon,Windows,SWE 2,28.9
Thiago,Luna ,10,tabs,6,VSCode,R,Antarctica,3,Microsoft,MacOS,Principal Engineer,36.6
Samara,Hansen ,4,tabs,6,pyCharm,GO,Europe,1,Uber,Windows,SWE 2,39.9
Anthony,Brady ,5,tabs,8,XCode,C++,North America,0,Microsoft,Windows,SWE 2,31.2
Amy,Bates ,10,spaces,15,Visual Studio,C#,North America,3,Instagram,Windows,Senior Engineer,33.8
Maliyah,Shaffer ,6,spaces,18,VSCode,Java,Europe,0,Amazon,Linux,Principal Engineer,34.3
Norah,Buchanan ,8,spaces,20,Emacs,Javascript,Asia,0,Twitter,Windows,SWE 1,35
Zayn,Parra ,9,tabs,6,XCode,Java,Asia,0,Snapchat,Windows,Senior Engineer,37.5
Javier,Dalton ,5,tabs,8,Eclipse,C++,Antarctica,0,Uber,MacOS,Senior Engineer,33.7
Nia,Hurst ,3,tabs,9,Intellij,C++,Asia,0,Apple,Windows,SWE 1,39.4
Rory,Lim ,0,tabs,5,Emacs,Java,Asia,0,Twitter,Windows,SWE 2,32.7
Brinley,Truong ,3,tabs,5,VSCode,PHP,Asia,3,Microsoft,MacOS,Senior Engineer,23.8
Amir,Lynch ,1,spaces,14,Visual Studio,C,Asia,0,Spotify,Linux,Principal Engineer,32.9
Scarlett,Correa ,2,spaces,16,Visual Studio,Java,Antarctica,0,Facebook,Linux,Distinguished Engineer,29.4
Cameron,Robbins ,6,spaces,17,pyCharm,PHP,Antarctica,0,Amazon,Windows,SWE 2,23.5
Harlow,Small ,5,spaces,16,VSCode,Python,Europe,0,Facebook,Windows,SWE 2,35
Alayah,Rosales ,6,spaces,16,Eclipse,C,Africa,0,Facebook,MacOS,Principal Engineer,33.4
Nia,Salinas ,1,tabs,8,VSCode,C,Europe,2,Spotify,MacOS,Senior Engineer,33.9
Taylor,Hamilton ,8,spaces,12,Emacs,R,North America,5,Microsoft,Windows,Senior Engineer,32
Amy,Jarvis ,10,spaces,15,Visual Studio,C++,North America,0,Google,Windows,SWE 2,41.6
Theo,Webb ,5,tabs,5,Vim,Java,North America,0,Facebook,Windows,SWE 2,38.6
Kaia,Smith ,7,tabs,6,Emacs,PHP,North America,0,Facebook,Windows,SWE 2,27.7
Eden,Bates ,4,tabs,7,VSCode,Python,Europe,0,Spotify,MacOS,Senior Engineer,32
Esmeralda,Ventura ,0,tabs,8,XCode,C,Antarctica,4,Netflix,Linux,Distinguished Engineer,28.7
Gwendolyn,Collins ,10,spaces,15,Visual Studio,Python,North America,0,Apple,Windows,Senior Engineer,24.4
Elena,Mills ,3,tabs,7,Intellij,C,Asia,2,Twitter,Windows,SWE 1,33.5
Santino,Hamilton ,4,spaces,17,Visual Studio,R,Asia,3,Facebook,MacOS,Senior Engineer,35.4
Jace,Maldonado ,10,tabs,6,VSCode,Swift,North America,0,Microsoft,Windows,SWE 2,37.2
Sergio,Hancock ,8,spaces,16,Visual Studio,Java,Africa,4,Instagram,Windows,SWE 1,26.8
Faith,Shepherd ,4,tabs,7,pyCharm,Python,Africa,3,Spotify,Windows,SWE 2,36.5
Ali,Wiggins ,9,spaces,16,pyCharm,C#,North America,0,Facebook,Windows,SWE 1,33.5
Princeton,Vasquez ,8,spaces,18,Visual Studio,C#,North America,0,Microsoft,Windows,SWE 1,33.5
Ellis,Wheeler ,4,spaces,16,pyCharm,Java,Antarctica,0,Spotify,Windows,SWE 2,35.4
Nehemiah,Cisneros ,10,spaces,19,VSCode,R,Africa,0,Microsoft,Windows,SWE 1,30.1
Bowen,Phillips ,7,tabs,6,Vim,Python,Antarctica,3,Apple,Linux,Principal Engineer,25.2
Everleigh,Duffy ,8,spaces,11,Visual Studio,Java,Asia,0,Microsoft,Windows,SWE 1,31.1
Alice,Collier ,3,tabs,6,VSCode,C,Asia,0,Instagram,MacOS,Senior Engineer,34.1
Maya,Vaughn ,2,tabs,8,XCode,C,Asia,1,Uber,Windows,SWE 1,30.9
Caiden,Mccullough ,3,tabs,7,VSCode,PHP,Europe,0,Twitter,MacOS,Principal Engineer,33.3
Logan,Castro ,0,tabs,8,Vim,Java,Antarctica,0,Snapchat,Windows,SWE 1,36
Astrid,Harrison ,7,tabs,7,Visual Studio,Python,Africa,0,Spotify,Linux,Principal Engineer,30
Richard,Peck ,2,spaces,14,Visual Studio,Python,Asia,3,Google,Windows,SWE 2,31.1
Royce,Miranda ,5,tabs,7,VSCode,Javascript,Africa,4,Apple,Windows,SWE 1,32.6
Peyton,Tran ,5,tabs,7,Eclipse,C++,Europe,1,Snapchat,Linux,Distinguished Engineer,26.7
Natalia,Herrera ,5,tabs,6,Emacs,GO,Antarctica,3,Snapchat,Windows,SWE 1,38.6
Alessandra,O?Donnell ,8,tabs,9,Visual Studio,C#,Asia,0,Google,Windows,SWE 1,32.4
Raegan,Montgomery ,6,tabs,6,Emacs,Python,Asia,0,Apple,Windows,SWE 1,32.9
Maci,Glass ,6,tabs,9,pyCharm,Java,Asia,0,Spotify,Windows,SWE 1,39.2
Leo,Fowler ,3,tabs,6,VSCode,C#,Africa,2,Facebook,Windows,Senior Engineer,38.7
Ellie,Morris ,1,tabs,8,Emacs,Swift,Antarctica,2,Instagram,Linux,Principal Engineer,32.5
Zayn,Mcguire ,10,spaces,15,Visual Studio,R,Europe,2,Microsoft,Windows,SWE 1,31.1
Ari,Figueroa ,2,spaces,18,Visual Studio,Java,Asia,2,Spotify,Windows,Senior Engineer,29.5
Kyler,Henderson ,1,tabs,7,Vim,Swift,Asia,0,Facebook,Windows,SWE 2,35.6
Joy,Morgan ,5,tabs,7,Intellij,Javascript,North America,0,Netflix,Windows,SWE 1,36
Kashton,Archer ,5,tabs,9,Vim,Swift,Europe,0,Facebook,MacOS,Senior Engineer,28.9
Wyatt,Medrano ,8,spaces,16,Vim,C++,Europe,0,Apple,Windows,Senior Engineer,30.4
Gianni,Barnett ,4,spaces,14,Eclipse,Python,Europe,0,Google,Windows,SWE 1,33.1
Amy,Travis ,5,tabs,6,Intellij,Python,North America,0,Twitter,Linux,Principal Engineer,40
Georgia,Knapp ,7,spaces,19,pyCharm,R,Asia,0,Apple,Windows,SWE 2,34.8
Celeste,Escobar ,3,tabs,6,Eclipse,C,Asia,0,Snapchat,Linux,Distinguished Engineer,31.1
Samara,Norman ,4,tabs,9,Emacs,Python,Europe,0,Microsoft,MacOS,Senior Engineer,29.3
Mira,House ,4,spaces,18,Visual Studio,C#,Europe,0,Snapchat,MacOS,Senior Engineer,35.4
Emelia,Leon ,0,tabs,9,Eclipse,Python,Asia,0,Amazon,Windows,SWE 1,32.8
Rylie,Noble ,2,spaces,13,Emacs,C++,Asia,0,Google,MacOS,Senior Engineer,30.9
Khloe,Craig ,10,spaces,16,VSCode,Python,North America,0,Amazon,MacOS,Principal Engineer,34
Mira,Klein ,5,spaces,15,VSCode,Python,Asia,0,Apple,MacOS,Senior Engineer,39
Conner,Dejesus ,5,tabs,8,Visual Studio,Javascript,North America,0,Facebook,Windows,SWE 1,35.1
Chase,Edwards ,0,tabs,9,VSCode,C++,Asia,0,Uber,MacOS,Principal Engineer,36.5
Johnathan,Potter ,9,tabs,6,VSCode,Swift,Europe,0,Microsoft,Linux,Principal Engineer,32
Armani,Sherman ,1,spaces,17,Visual Studio,Java,North America,3,Facebook,Linux,Distinguished Engineer,40.6
Maya,Rowe ,7,tabs,9,VSCode,Python,Asia,0,Twitter,Windows,SWE 2,29.8
Enzo,Leach ,3,tabs,7,VSCode,C++,Africa,3,Google,MacOS,Principal Engineer,37
King,Tran ,3,tabs,7,Visual Studio,PHP,Europe,3,Uber,MacOS,Senior Engineer,34.3
Alaya,Terry ,5,spaces,13,Vim,Python,North America,4,Apple,Windows,SWE 2,35.5
Holly,Holloway ,2,tabs,8,pyCharm,Python,Europe,0,Uber,Windows,SWE 2,30
Paris,Magana ,8,spaces,16,Visual Studio,C#,Europe,4,Spotify,Windows,SWE 1,31.9
Aylin,Hughes ,5,spaces,16,VSCode,Python,Europe,0,Instagram,Windows,SWE 2,33.5
Diana,Bean ,8,tabs,7,VSCode,Swift,Antarctica,0,Microsoft,Windows,SWE 1,32.1
Marley,Huynh ,3,tabs,8,Emacs,Java,Europe,0,Uber,Linux,Distinguished Engineer,34.9
Samara,Leonard ,6,tabs,9,Eclipse,GO,North America,0,Instagram,Linux,Principal Engineer,36
Zayn,Espinoza ,8,spaces,12,Visual Studio,PHP,North America,2,Apple,MacOS,Principal Engineer,30.5
Arielle,Medrano ,1,tabs,6,Vim,Java,Europe,1,Facebook,Windows,Senior Engineer,23.4
Eliana,Kennedy ,8,spaces,18,Visual Studio,Javascript,North America,0,Amazon,Windows,Senior Engineer,31.9
Ari,Bradley ,0,tabs,8,VSCode,C#,Asia,0,Facebook,Windows,SWE 2,36.2
Noa,Barr ,3,spaces,14,XCode,C,Europe,0,Uber,MacOS,Senior Engineer,39.9
Amelia,Maddox ,9,tabs,6,Visual Studio,Swift,Africa,0,Microsoft,Windows,Senior Engineer,32.8
Presley,Harrell ,9,tabs,7,XCode,PHP,Europe,0,Facebook,Windows,SWE 2,32.3
Garrett,Stafford ,2,tabs,6,Emacs,PHP,Africa,0,Facebook,Linux,Distinguished Engineer,31.7
Legacy,Mueller ,5,spaces,17,VSCode,Python,Antarctica,2,Amazon,Windows,SWE 1,36.7
River,Dickson ,6,tabs,6,XCode,C#,Asia,0,Amazon,Windows,SWE 2,38.2
Jaxton,Santos ,7,tabs,7,Visual Studio,Swift,North America,0,Apple,Windows,SWE 1,30.8
Grady,Frazier ,9,spaces,18,Eclipse,C#,Asia,0,Apple,Windows,SWE 2,36.4
Aiden,Daugherty ,3,tabs,7,pyCharm,C++,Antarctica,0,Microsoft,Windows,SWE 2,38.9
Olivia,Lucero ,7,tabs,8,XCode,C#,Africa,0,Twitter,Linux,Principal Engineer,38.1
Devin,Robertson ,1,tabs,7,Emacs,C#,Europe,3,Spotify,MacOS,Senior Engineer,32.5
Margot,Thomas ,0,tabs,6,Eclipse,C#,Asia,0,Spotify,MacOS,Principal Engineer,29.1
Natalia,Owens ,1,tabs,7,Eclipse,C#,Europe,0,Twitter,Windows,Senior Engineer,30.1
Amelia,Proctor ,6,tabs,7,pyCharm,C#,Europe,3,Netflix,Windows,SWE 2,33.2
Memphis,Rocha ,10,spaces,10,Visual Studio,Java,North America,0,Uber,Windows,SWE 2,32.6
Ruby,Gilmore ,3,tabs,9,Intellij,Python,Europe,0,Instagram,Windows,SWE 2,29.2
Wilder,Sutton ,8,spaces,20,Visual Studio,C,North America,0,Twitter,MacOS,Principal Engineer,31
Finley,Watkins ,5,spaces,14,Vim,C++,North America,0,Snapchat,MacOS,Senior Engineer,34.6
Ivan,Lynch ,7,tabs,6,Intellij,R,North America,1,Apple,Linux,Principal Engineer,32.2
John,Mccann ,8,spaces,17,Visual Studio,C#,Asia,0,Apple,Windows,Senior Engineer,32.7
Cassidy,Pearson ,2,spaces,20,VSCode,Java,Asia,4,Instagram,Windows,SWE 1,35.8
Milani,Douglas ,5,spaces,16,VSCode,Javascript,Asia,0,Netflix,Windows,SWE 2,25.1
Arielle,Shah ,6,spaces,18,Intellij,GO,Asia,0,Amazon,MacOS,Senior Engineer,28.4
Maisie,Walters ,9,spaces,18,VSCode,C++,Antarctica,0,Facebook,Windows,SWE 2,38.5
Callie,Ford ,2,tabs,9,Eclipse,R,Africa,0,Netflix,Linux,Distinguished Engineer,31
Benjamin,Peck ,10,spaces,16,XCode,Swift,North America,0,Microsoft,Windows,SWE 1,32.3
Brian,Booker ,2,spaces,17,Visual Studio,Python,Europe,0,Instagram,Windows,SWE 2,29.3
Kaitlyn,Jones ,3,tabs,7,XCode,PHP,Europe,0,Snapchat,MacOS,Principal Engineer,38.7
Liana,Cox ,7,spaces,13,Intellij,C#,Asia,0,Facebook,Windows,SWE 1,30.7
Magnolia,Pruitt ,5,spaces,15,Emacs,C++,North America,0,Netflix,Windows,SWE 2,35.8
Margaret,Davidson ,3,tabs,8,Intellij,Python,Asia,0,Uber,Windows,SWE 1,32.1
Ariah,Daniels ,8,tabs,5,Intellij,R,North America,4,Twitter,Linux,Principal Engineer,36.8
Hannah,York ,3,tabs,7,pyCharm,R,Asia,1,Amazon,MacOS,Principal Engineer,36.8
Ivy,Foley ,1,tabs,5,pyCharm,C,Antarctica,0,Instagram,MacOS,Senior Engineer,33
Olivia,Phan ,9,spaces,15,Eclipse,GO,Europe,5,Uber,Windows,SWE 1,33
Lucas,Lawrence ,2,tabs,6,pyCharm,Java,Europe,0,Google,MacOS,Principal Engineer,31.5
Emmanuel,Prince ,8,spaces,18,Visual Studio,Javascript,Africa,0,Instagram,Windows,SWE 1,32
Laura,Mejia ,5,spaces,15,VSCode,C#,Antarctica,0,Uber,MacOS,Senior Engineer,37.1
Michelle,Dixon ,3,tabs,7,Eclipse,C#,Antarctica,2,Microsoft,Linux,Principal Engineer,31.8
Tucker,Coffey ,8,spaces,13,VSCode,Python,Africa,2,Uber,Windows,SWE 1,30.3
Esme,Ware ,5,spaces,14,Visual Studio,C#,North America,3,Facebook,Windows,SWE 1,38.7
Celine,Benton ,8,tabs,5,VSCode,Java,Africa,3,Snapchat,Windows,SWE 1,32.5
Cameron,Christian ,8,spaces,19,Visual Studio,Swift,Asia,0,Amazon,Windows,Senior Engineer,30.2
Willa,Velazquez ,8,spaces,15,Visual Studio,R,Antarctica,0,Twitter,Windows,Senior Engineer,35.4
Skyler,Dillon ,5,spaces,16,Visual Studio,C++,Antarctica,0,Uber,Windows,SWE 1,35.7
Daphne,Parrish ,5,spaces,12,Eclipse,Javascript,Europe,0,Google,Linux,Principal Engineer,30.6
Killian,Bradshaw ,10,spaces,16,Intellij,C++,Antarctica,0,Amazon,MacOS,Principal Engineer,30
Jayla,Becker ,9,tabs,9,Emacs,Java,Asia,0,Apple,Windows,Senior Engineer,35.5
Phoebe,Arias ,3,tabs,8,Eclipse,C,Europe,0,Twitter,MacOS,Principal Engineer,28.4
Jayla,Singh ,2,spaces,17,Visual Studio,Python,Europe,0,Instagram,Windows,SWE 1,29.2
Ezekiel,Arellano ,7,spaces,15,Visual Studio,C++,Asia,0,Microsoft,MacOS,Senior Engineer,33.2
Maximus,Fleming ,9,spaces,18,XCode,Swift,Europe,0,Twitter,Windows,SWE 1,29.9
Faith,Hicks ,3,tabs,7,XCode,C#,Europe,0,Uber,Linux,Distinguished Engineer,37.5
Jacqueline,Cain ,6,spaces,17,Visual Studio,Python,Asia,0,Snapchat,Windows,SWE 1,33.5
Romeo,Stevenson ,10,spaces,21,VSCode,Python,North America,0,Instagram,Windows,SWE 2,35.3
Scarlet,Stanton ,4,spaces,14,Emacs,C++,Asia,0,Spotify,Windows,SWE 1,36.9
Oaklynn,Parrish ,5,spaces,14,Eclipse,R,Europe,0,Facebook,Windows,SWE 1,31.3
Royalty,Dickerson ,10,spaces,16,XCode,C,Antarctica,0,Google,Linux,Distinguished Engineer,24.5
Ari,Harper ,7,spaces,17,Intellij,C#,North America,4,Apple,Windows,SWE 1,32
Carter,Eaton ,4,spaces,12,Visual Studio,Python,North America,0,Uber,MacOS,Principal Engineer,30.5
Kehlani,Ortega ,7,spaces,17,Emacs,Java,Europe,0,Facebook,Windows,SWE 2,34.3
Brinley,Sosa ,7,tabs,8,VSCode,C#,Antarctica,0,Instagram,Windows,SWE 2,27
Liam,Tyler ,8,spaces,13,Visual Studio,C#,Europe,2,Apple,Linux,Distinguished Engineer,33.4
Uriel,Morgan ,9,tabs,7,Eclipse,GO,Europe,0,Twitter,Windows,SWE 2,34.4
Moses,Zimmerman ,4,tabs,6,XCode,C#,Europe,0,Facebook,MacOS,Principal Engineer,41.2
Evelyn,Ortega ,5,spaces,18,Visual Studio,GO,Antarctica,0,Amazon,Windows,SWE 1,39.4
Esme,Dixon ,4,spaces,17,Emacs,C#,Europe,0,Spotify,Windows,SWE 1,37.1
Jensen,Ochoa ,8,spaces,13,VSCode,Java,Asia,0,Instagram,Windows,Senior Engineer,35.2
Gunner,Valdez ,4,tabs,9,Visual Studio,C#,Antarctica,0,Twitter,Windows,SWE 2,33.6
Kensley,Koch ,2,tabs,8,Visual Studio,Python,Antarctica,3,Uber,Windows,SWE 1,34.4
Aitana,Warner ,9,spaces,15,Visual Studio,C#,Asia,0,Amazon,Windows,Senior Engineer,28.7
Royal,Silva ,4,spaces,14,XCode,PHP,Europe,0,Spotify,Windows,SWE 2,32.9
Aylin,Walker ,7,tabs,8,Eclipse,C#,North America,0,Twitter,Windows,SWE 1,29.4
Lucy,Harrington ,5,spaces,14,pyCharm,Python,Antarctica,0,Instagram,MacOS,Senior Engineer,36.7
Amanda,Watts ,5,spaces,18,Eclipse,Python,North America,0,Netflix,MacOS,Principal Engineer,32.5
Reagan,Watts ,5,tabs,5,Visual Studio,Java,Asia,0,Facebook,Windows,SWE 1,32.7
Melissa,Ayers ,10,spaces,19,Visual Studio,Python,Antarctica,6,Apple,Windows,SWE 1,26.2
Israel,Hampton ,2,tabs,6,XCode,Python,Europe,0,Spotify,MacOS,Principal Engineer,32.4
Cyrus,Frederick ,2,tabs,6,VSCode,Java,Europe,0,Snapchat,MacOS,Senior Engineer,34.2
Gregory,Ayala ,3,tabs,6,Emacs,C++,North America,0,Apple,MacOS,Senior Engineer,30.9
George,Christensen ,6,spaces,13,Visual Studio,GO,Europe,4,Microsoft,Linux,Principal Engineer,36.6
Jared,Chan ,5,tabs,7,Emacs,C++,Europe,0,Spotify,Windows,SWE 1,37.9
Ari,Navarro ,10,spaces,18,XCode,R,Africa,0,Instagram,Windows,SWE 1,31
Gracie,Marks ,2,tabs,7,VSCode,C++,Asia,0,Instagram,Windows,SWE 2,29
Cecilia,Gonzalez ,3,tabs,8,XCode,C#,Asia,3,Instagram,Linux,Distinguished Engineer,29.5
Margot,Solomon ,5,spaces,17,Eclipse,Javascript,Africa,0,Facebook,Windows,SWE 2,41.1
Trevor,Walton ,10,spaces,15,Visual Studio,Javascript,North America,0,Apple,MacOS,Senior Engineer,33.9
Mary,Blankenship ,9,tabs,6,VSCode,C++,Europe,0,Amazon,Windows,Senior Engineer,40.2
Alan,Ward ,6,spaces,16,Visual Studio,C#,Europe,2,Facebook,Windows,SWE 1,24.3
Andre,Ross ,1,tabs,5,XCode,C,Europe,0,Amazon,MacOS,Senior Engineer,31
Remi,Archer ,4,tabs,6,XCode,C,Asia,1,Snapchat,MacOS,Senior Engineer,40.7
Angel,Fowler ,4,spaces,14,Intellij,Python,North America,3,Facebook,Windows,SWE 2,33.8
Josie,Houston ,5,tabs,9,Visual Studio,C++,Europe,0,Facebook,Windows,SWE 2,34.7
Rory,Willis ,8,spaces,17,Visual Studio,C,Africa,0,Facebook,Windows,SWE 2,30
Adalyn,Hoover ,7,spaces,13,Emacs,Python,North America,0,Twitter,Windows,SWE 1,29.7
Jaxon,Pruitt ,8,tabs,6,pyCharm,C#,Europe,0,Microsoft,Windows,SWE 2,33.3
Eduardo,Stevens ,6,tabs,8,Emacs,C,Antarctica,0,Instagram,MacOS,Senior Engineer,38.4
Magnolia,Rosas ,4,tabs,5,Intellij,Swift,Antarctica,0,Twitter,Linux,Distinguished Engineer,33.5
Oliver,Mccarty ,7,spaces,14,XCode,Javascript,North America,0,Snapchat,MacOS,Senior Engineer,21.5
Santiago,Randall ,6,spaces,15,Visual Studio,C#,North America,0,Instagram,MacOS,Senior Engineer,34.2
Royce,Goodman ,3,tabs,7,Visual Studio,PHP,North America,3,Apple,Windows,SWE 2,33.1
Elaina,Cummings ,1,spaces,15,Visual Studio,Javascript,Asia,0,Facebook,Windows,SWE 2,31.8
Madison,Adkins ,2,tabs,6,Eclipse,C,Asia,0,Microsoft,Linux,Distinguished Engineer,32.3
Kian,Bradshaw ,10,tabs,5,XCode,Javascript,North America,6,Instagram,Windows,SWE 2,35.8
Graham,Schwartz ,8,spaces,16,Visual Studio,R,Asia,0,Microsoft,MacOS,Principal Engineer,35.2
Mackenzie,Barker ,4,tabs,8,Intellij,R,North America,0,Uber,Windows,SWE 1,33
Valeria,Griffith ,5,spaces,16,XCode,Python,Antarctica,0,Netflix,Windows,SWE 1,36.1
Leland,Pi¤eda ,0,tabs,9,Intellij,C#,Asia,4,Amazon,MacOS,Senior Engineer,31.3
Legend,Cuevas ,0,tabs,9,XCode,PHP,Asia,1,Microsoft,MacOS,Senior Engineer,35.4
Valeria,Alvarado ,3,tabs,7,VSCode,Python,Europe,1,Facebook,MacOS,Senior Engineer,37.2
Theo,Parker ,2,spaces,16,Visual Studio,PHP,Antarctica,0,Instagram,MacOS,Principal Engineer,34.2
Ethan,Callahan ,10,spaces,16,Visual Studio,GO,North America,4,Facebook,Windows,SWE 1,30.8
Nia,Webb ,3,tabs,8,Visual Studio,Python,Europe,0,Microsoft,MacOS,Senior Engineer,33.2
Adelynn,Hodge ,3,tabs,9,XCode,C#,Antarctica,0,Spotify,Windows,SWE 2,36.9
Adeline,Warren ,1,tabs,9,VSCode,Python,Antarctica,0,Uber,Linux,Distinguished Engineer,31.6
Maximiliano,Love ,1,tabs,7,Visual Studio,Java,Africa,0,Twitter,Linux,Distinguished Engineer,37.5
Brynlee,George ,6,spaces,16,VSCode,Python,Europe,1,Microsoft,Windows,SWE 2,27.7
Javier,Mahoney ,9,tabs,7,Vim,GO,North America,0,Instagram,Windows,SWE 2,37
Jaxson,Torres ,3,tabs,6,Visual Studio,Java,Europe,3,Apple,Windows,SWE 1,42.1
Kamryn,Leon ,3,tabs,6,Visual Studio,C,Asia,4,Microsoft,Linux,Distinguished Engineer,29.5
Skyler,Ponce ,9,spaces,18,Eclipse,R,North America,2,Apple,Windows,SWE 1,39.2
Aylin,Daniels ,10,spaces,15,Visual Studio,Javascript,Antarctica,0,Facebook,MacOS,Senior Engineer,31.8
Allie,Ochoa ,7,spaces,18,Eclipse,PHP,Asia,0,Amazon,MacOS,Senior Engineer,32.3
Valentina,Reilly ,4,tabs,9,Eclipse,C,Antarctica,0,Facebook,Windows,SWE 1,36.2
Evie,Armstrong ,7,tabs,9,pyCharm,C++,North America,0,Apple,MacOS,Senior Engineer,35
Atticus,Flynn ,4,tabs,7,Visual Studio,R,Europe,0,Instagram,MacOS,Senior Engineer,39.8
Grady,Neal ,0,tabs,8,VSCode,C++,Antarctica,0,Snapchat,Windows,SWE 1,31.3
Brooke,Pennington ,2,tabs,8,Intellij,Javascript,Europe,0,Amazon,Windows,SWE 2,29.7
Lena,Banks ,2,tabs,9,Eclipse,Java,Europe,0,Instagram,Windows,SWE 1,32
Adan,Reid ,3,tabs,7,pyCharm,Java,North America,0,Twitter,Windows,SWE 1,41.9
Ayla,David ,4,spaces,13,Emacs,Java,Africa,0,Netflix,MacOS,Senior Engineer,45.3
